Tanggal,Price,Trend_Indicator,price_value_price,price_value_yield
2024-08-09,60970.0,-1.0,98.45,5.1
2024-08-10,61018.0,-1.0,,
2024-08-11,58817.0,-1.0,,
2024-08-12,59440.0,-1.0,98.55,5.09
2024-08-13,60666.0,-1.0,98.85,5.07
2024-08-14,58777.0,-1.0,99.6,5.01
2024-08-15,57594.0,-1.0,100.15,4.96
2024-08-16,58996.0,-1.0,100.0,4.98
2024-08-17,59589.0,-1.0,,
2024-08-18,58543.0,-1.0,,
2024-08-19,59609.0,-1.0,100.5,4.94
2024-08-20,59172.0,-1.0,100.8,4.91
2024-08-21,61252.0,-0.5,101.45,4.86
2024-08-22,60483.0,-0.5,101.65,4.85
2024-08-23,64151.0,0.0,101.35,4.88
2024-08-24,64230.0,0.0,,
2024-08-25,64361.0,0.0,,
2024-08-26,62974.0,0.0,102.15,4.83
2024-08-27,59570.0,0.0,102.2,4.82
2024-08-28,59145.0,-1.0,101.8,4.86
2024-08-29,59542.0,-1.0,101.5,4.89
2024-08-30,59300.0,-1.0,101.05,4.92
2024-08-31,59155.0,-1.0,,
2024-09-01,57454.0,-1.0,,
2024-09-02,59308.0,-1.0,100.3,4.98
2024-09-03,57680.0,-1.0,99.9,5.01
2024-09-04,58116.0,-1.0,100.35,4.97
2024-09-05,56318.0,-1.0,101.0,4.93
2024-09-06,54133.0,-1.0,101.45,4.89
2024-09-07,54309.0,-1.0,,
2024-09-08,55016.0,-1.0,,
2024-09-09,57110.0,-1.0,101.25,4.91
2024-09-10,57758.0,-1.0,101.45,4.89
2024-09-11,57451.0,-1.0,101.85,4.86
2024-09-12,58287.0,-0.5,101.9,4.86
2024-09-13,60645.0,-0.5,102.15,4.84
2024-09-14,60139.0,-0.5,,
2024-09-15,59296.0,-0.5,,
2024-09-16,58342.0,-0.5,,
2024-09-17,60435.0,0.0,103.15,4.76
2024-09-18,61841.0,0.0,103.4,4.74
2024-09-19,63032.0,0.0,102.6,4.81
2024-09-20,63205.0,0.0,102.85,4.78
2024-09-21,63416.0,0.5,,
2024-09-22,63663.0,0.5,,
2024-09-23,63456.0,0.5,102.6,4.8
2024-09-24,64381.0,0.5,102.3,4.82
2024-09-25,63264.0,0.5,102.25,4.83
2024-09-26,65307.0,0.5,101.75,4.87
2024-09-27,65928.0,0.5,101.55,4.88
2024-09-28,66015.0,0.5,,
2024-09-29,65762.0,0.5,,
2024-09-30,63468.0,0.5,101.85,4.86
2024-10-01,60981.0,0.0,101.85,4.86
2024-10-02,60785.0,0.0,102.1,4.84
2024-10-03,60892.0,0.0,102.05,4.84
2024-10-04,62191.0,0.0,101.55,4.88
2024-10-05,62138.0,0.0,,
2024-10-06,62894.0,0.0,,
2024-10-07,62269.0,0.0,100.6,4.96
2024-10-08,62231.0,0.0,100.0,5.0
2024-10-09,60650.0,0.0,100.0,5.0
2024-10-10,60337.0,-0.5,99.8,5.02
2024-10-11,62581.0,-0.5,99.5,5.04
2024-10-12,63335.0,0.5,,
2024-10-13,62986.0,0.5,,
2024-10-14,66179.0,0.5,99.45,5.04
2024-10-15,67123.0,0.5,99.35,5.05
2024-10-16,67657.0,0.5,100.0,5.01
2024-10-17,67453.0,0.5,100.4,4.97
2024-10-18,68368.0,0.5,99.4,5.04
2024-10-19,68360.0,0.5,,
2024-10-20,69045.0,0.5,,
2024-10-21,67425.0,0.5,99.1,5.07
2024-10-22,67405.0,0.5,97.9,5.16
2024-10-23,66695.0,0.5,97.2,5.23
2024-10-24,68188.0,0.5,97.05,5.24
2024-10-25,66734.0,0.5,97.85,5.18
2024-10-26,67081.0,0.5,,
2024-10-27,68035.0,0.5,,
2024-10-28,69989.0,0.5,96.8,5.25
2024-10-29,72688.0,0.5,97.2,5.23
2024-10-30,72455.0,1.0,97.6,5.19
2024-10-31,70299.0,1.0,97.45,5.2
2024-11-01,69590.0,1.0,96.95,5.25
2024-11-02,69292.0,1.0,,
2024-11-03,68807.0,1.0,,
2024-11-04,67858.0,0.5,96.5,5.28
2024-11-05,69450.0,1.0,96.8,5.26
2024-11-06,75580.0,1.0,95.6,5.36
2024-11-07,75864.0,1.0,96.15,5.31
2024-11-08,76496.0,1.0,97.2,5.23
2024-11-09,76703.0,1.0,,
2024-11-10,80367.0,1.0,,
2024-11-11,88566.0,1.0,97.5,5.2
2024-11-12,88007.0,1.0,97.55,5.2
2024-11-13,90453.0,1.0,96.7,5.27
2024-11-14,87305.0,1.0,95.85,5.34
2024-11-15,91015.0,1.0,96.05,5.34
2024-11-16,90538.0,1.0,,
2024-11-17,89843.0,1.0,,
2024-11-18,90535.0,1.0,95.8,5.36
2024-11-19,92172.0,1.0,95.45,5.39
2024-11-20,94243.0,1.0,95.8,5.36
2024-11-21,98348.0,1.0,95.75,5.37
2024-11-22,98683.0,1.0,95.75,5.37
2024-11-23,97538.0,1.0,,
2024-11-24,97828.0,1.0,,
2024-11-25,93133.0,1.0,95.55,5.37
2024-11-26,92082.0,1.0,96.15,5.32
2024-11-27,95953.0,1.0,,
2024-11-28,95761.0,1.0,,
2024-11-29,97564.0,1.0,97.25,5.23
2024-11-30,96506.0,1.0,,
2024-12-01,97365.0,1.0,,
2024-12-02,95925.0,1.0,97.45,5.22
2024-12-03,96065.0,1.0,97.45,5.22
2024-12-04,98709.0,1.0,97.3,5.23
2024-12-05,96833.0,1.0,97.8,5.19
2024-12-06,99786.0,1.0,98.05,5.17
2024-12-07,99936.0,1.0,,
2024-12-08,101240.0,1.0,,
2024-12-09,97500.0,1.0,98.15,5.16
2024-12-10,96650.0,1.0,98.05,5.17
2024-12-11,101100.0,1.0,97.75,5.19
2024-12-12,100010.0,1.0,97.15,5.24
2024-12-13,101370.0,1.0,96.6,5.29
2024-12-14,101320.0,1.0,,
2024-12-15,104340.0,1.0,,
2024-12-16,105870.0,1.0,96.0,5.34
2024-12-17,105990.0,1.0,96.05,5.33
2024-12-18,100230.0,1.0,96.3,5.31
2024-12-19,97515.0,0.5,94.8,5.44
2024-12-20,97857.0,0.5,94.0,5.51
2024-12-21,97289.0,0.5,,
2024-12-22,95201.0,0.5,,
2024-12-23,94918.0,0.5,93.75,5.53
2024-12-24,98750.0,0.5,93.8,5.52
2024-12-25,99420.0,0.5,,
2024-12-26,95883.0,0.5,,
2024-12-27,94419.0,0.0,93.6,5.54
2024-12-28,95533.0,0.0,,
2024-12-29,93944.0,0.0,,
2024-12-30,92982.0,0.0,93.15,5.58
2024-12-31,93780.0,0.0,,
2025-01-01,94757.0,0.0,,
2025-01-02,97034.0,0.0,93.45,5.55
2025-01-03,98179.0,0.5,92.85,5.61
2025-01-04,98319.0,1.0,,
2025-01-05,98400.0,1.0,,
2025-01-06,102290.0,1.0,92.2,5.66
2025-01-07,97006.0,1.0,92.2,5.66
2025-01-08,95198.0,0.5,91.65,5.71
2025-01-09,92692.0,0.0,92.2,5.66
2025-01-10,94835.0,0.0,92.3,5.66
2025-01-11,94716.0,0.0,,
2025-01-12,94574.0,0.0,,
2025-01-13,94682.0,0.0,91.6,5.72
2025-01-14,96701.0,0.0,91.25,5.75
2025-01-15,100490.0,1.0,91.1,5.76
2025-01-16,100040.0,1.0,92.5,5.64
2025-01-17,104040.0,1.0,92.55,5.63
2025-01-18,104490.0,1.0,,
2025-01-19,101360.0,1.0,,
2025-01-20,102170.0,1.0,,
2025-01-21,106150.0,1.0,93.45,5.55
2025-01-22,103680.0,1.0,93.4,5.56
2025-01-23,103930.0,1.0,93.25,5.57
2025-01-24,104800.0,1.0,93.05,5.59
2025-01-25,104700.0,1.0,,
2025-01-26,102670.0,1.0,,
2025-01-27,102300.0,1.0,,
2025-01-28,101460.0,1.0,,
2025-01-29,103780.0,1.0,,
2025-01-30,104740.0,1.0,93.85,5.52
2025-01-31,102470.0,1.0,93.8,5.52
2025-02-01,100700.0,0.5,,
2025-02-02,97600.0,0.5,,
2025-02-03,101270.0,0.5,93.55,5.55
2025-02-04,97798.0,0.0,93.4,5.56
2025-02-05,96614.0,0.0,94.05,5.5
2025-02-06,96678.0,0.0,95.0,5.42
2025-02-07,96579.0,0.0,95.0,5.42
2025-02-08,96582.0,0.0,,
2025-02-09,96615.0,0.0,,
2025-02-10,97550.0,0.0,94.5,5.46
2025-02-11,95950.0,0.0,94.45,5.47
2025-02-12,98007.0,0.0,94.0,5.51
2025-02-13,96802.0,0.0,93.15,5.58
2025-02-14,97489.0,0.0,93.9,5.52
2025-02-15,97574.0,-0.5,,
2025-02-16,96264.0,-0.5,,
2025-02-17,95955.0,-0.5,,
2025-02-18,95828.0,-0.5,94.4,5.47
2025-02-19,96801.0,-1.0,93.85,5.52
2025-02-20,98433.0,-0.5,93.95,5.51
2025-02-21,96345.0,-1.0,94.2,5.49
2025-02-22,96721.0,-1.0,,
2025-02-23,96450.0,-1.0,,
2025-02-24,91901.0,-1.0,94.7,5.45
2025-02-25,88923.0,-1.0,95.0,5.42
2025-02-26,84470.0,-1.0,95.25,5.4
2025-02-27,85021.0,-1.0,95.65,5.37
2025-02-28,84672.0,-1.0,95.85,5.35
2025-03-01,86382.0,-1.0,,
2025-03-02,94487.0,-1.0,,
2025-03-03,86475.0,-1.0,95.85,5.35
2025-03-04,87472.0,-1.0,96.55,5.29
2025-03-05,90848.0,-1.0,95.95,5.34
2025-03-06,90120.0,-1.0,95.3,5.4
2025-03-07,87014.0,-1.0,95.55,5.38
2025-03-08,86493.0,-1.0,,
2025-03-09,80893.0,-1.0,,
2025-03-10,78734.0,-1.0,95.4,5.39
2025-03-11,83142.0,-1.0,95.45,5.38
2025-03-12,83856.0,-1.0,94.95,5.43
2025-03-13,81289.0,-1.0,94.7,5.45
2025-03-14,84207.0,-1.0,94.4,5.47
2025-03-15,84536.0,-1.0,,
2025-03-16,82759.0,-1.0,,
2025-03-17,84240.0,-1.0,94.2,5.49
2025-03-18,82942.0,-1.0,94.15,5.5
2025-03-19,87029.0,-0.5,93.7,5.53
2025-03-20,84296.0,-1.0,94.65,5.45
2025-03-21,84144.0,-1.0,94.55,5.46
2025-03-22,83919.0,-1.0,,
2025-03-23,86251.0,-0.5,,
2025-03-24,87614.0,-0.5,93.3,5.57
2025-03-25,87641.0,-0.5,92.85,5.61
2025-03-26,87089.0,-0.5,92.5,5.64
2025-03-27,87317.0,-0.5,92.3,5.66
2025-03-28,84573.0,-0.5,,
2025-03-29,82861.0,-1.0,,
2025-03-30,82553.0,-1.0,,
2025-03-31,82673.0,-1.0,,
2025-04-01,85197.0,-1.0,,
2025-04-02,82493.0,-1.0,,
2025-04-03,83191.0,-1.0,,
2025-04-04,83841.0,-1.0,,
2025-04-05,83598.0,-1.0,,
2025-04-06,78441.0,-1.0,,
2025-04-07,79181.0,-1.0,,
2025-04-08,76332.0,-1.0,90.95,5.78
2025-04-09,82542.0,-1.0,87.45,6.1
2025-04-10,79553.0,-1.0,90.1,5.86
2025-04-11,83372.0,-1.0,88.25,6.03
2025-04-12,85259.0,-0.5,,
2025-04-13,83683.0,-0.5,,
2025-04-14,84544.0,-0.5,88.45,6.01
2025-04-15,83667.0,-0.5,89.95,5.87
2025-04-16,84021.0,-0.5,89.85,5.88
2025-04-17,84827.0,-0.5,90.2,5.85
2025-04-18,84363.0,0.0,,
2025-04-19,84934.0,0.0,,
2025-04-20,85019.0,0.0,,
2025-04-21,87473.0,0.0,90.1,5.86
2025-04-22,93303.0,0.0,89.65,5.9
2025-04-23,93639.0,0.0,90.85,5.79
2025-04-24,93940.0,0.5,91.25,5.75
2025-04-25,94702.0,0.5,92.3,5.66
2025-04-26,94693.0,0.5,,
2025-04-27,93784.0,0.5,,
2025-04-28,95046.0,0.5,92.85,5.61
2025-04-29,94451.0,0.5,93.1,5.59
2025-04-30,94309.0,0.5,93.4,5.56
2025-05-01,96467.0,0.5,,
2025-05-02,96887.0,0.5,92.55,5.64
2025-05-03,96065.0,0.5,,
2025-05-04,94704.0,0.5,,
2025-05-05,94990.0,0.5,92.15,5.67
2025-05-06,96933.0,0.5,91.35,5.74
2025-05-07,97119.0,0.5,92.05,5.68
2025-05-08,103250.0,0.5,93.15,5.58
2025-05-09,102940.0,0.5,92.95,5.6
2025-05-10,104680.0,0.5,,
2025-05-11,104090.0,0.5,,
2025-05-12,102860.0,0.5,,
2025-05-13,104160.0,0.5,,
2025-05-14,103550.0,0.5,92.3,5.66
2025-05-15,103700.0,1.0,91.9,5.7
2025-05-16,103450.0,1.0,93.35,5.57
2025-05-17,103140.0,1.0,,
2025-05-18,106510.0,1.0,,
2025-05-19,105500.0,1.0,92.2,5.67
2025-05-20,106710.0,1.0,92.5,5.64
2025-05-21,109630.0,1.0,92.25,5.66
2025-05-22,111640.0,1.0,91.1,5.77
2025-05-23,107210.0,1.0,91.65,5.72
2025-05-24,107540.0,1.0,,
2025-05-25,108890.0,1.0,,
2025-05-26,109390.0,1.0,,
2025-05-27,108850.0,1.0,92.35,5.66
2025-05-28,107760.0,1.0,92.55,5.64
2025-05-29,105580.0,1.0,,
2025-05-30,104030.0,0.5,,
2025-05-31,104660.0,0.5,,
2025-06-01,105620.0,0.5,,
2025-06-02,105880.0,0.5,92.9,5.61
2025-06-03,105400.0,0.5,92.85,5.61
2025-06-04,104580.0,0.5,92.9,5.61
2025-06-05,101670.0,0.5,93.6,5.55
2025-06-06,104450.0,0.5,,
2025-06-07,105680.0,0.5,,
2025-06-08,105830.0,1.0,,
2025-06-09,110300.0,1.0,,
2025-06-10,110180.0,1.0,93.45,5.56
2025-06-11,108610.0,1.0,93.75,5.53
2025-06-12,105780.0,1.0,94.2,5.49
2025-06-13,106090.0,1.0,94.95,5.43
2025-06-14,105600.0,0.5,,
2025-06-15,105740.0,0.5,,
2025-06-16,106800.0,0.5,94.0,5.51
2025-06-17,104770.0,0.5,93.7,5.54
2025-06-18,105040.0,0.5,93.85,5.53
2025-06-19,104780.0,0.5,,
2025-06-20,103380.0,0.0,94.0,5.51
2025-06-21,102200.0,0.0,,
2025-06-22,101200.0,0.0,,
2025-06-23,105520.0,0.0,93.95,5.52
2025-06-24,106040.0,0.5,94.3,5.49
2025-06-25,107340.0,1.0,94.7,5.45
2025-06-26,106950.0,1.0,94.85,5.44
2025-06-27,107100.0,1.0,,
2025-06-28,107340.0,1.0,,
2025-06-29,108370.0,1.0,,
2025-06-30,107250.0,1.0,94.95,5.43
2025-07-01,105920.0,1.0,95.7,5.37
2025-07-02,108980.0,1.0,96.15,5.33
2025-07-03,109760.0,1.0,96.3,5.32
2025-07-04,108200.0,1.0,,
2025-07-05,108330.0,1.0,,
2025-07-06,109380.0,1.0,,
2025-07-07,108420.0,1.0,96.0,5.34
2025-07-08,109060.0,1.0,95.4,5.39
2025-07-09,111380.0,1.0,94.95,5.43
2025-07-10,115950.0,1.0,95.45,5.39
2025-07-11,117410.0,1.0,95.2,5.41
2025-07-12,117280.0,1.0,,
2025-07-13,118940.0,1.0,,
2025-07-14,119840.0,1.0,94.55,5.47
2025-07-15,117830.0,1.0,94.6,5.46
2025-07-16,118710.0,1.0,94.4,5.48
2025-07-17,119250.0,1.0,94.35,5.48
2025-07-18,118000.0,1.0,94.7,5.45
2025-07-19,117900.0,1.0,,
2025-07-20,117240.0,1.0,,
2025-07-21,117460.0,1.0,94.7,5.45
2025-07-22,119970.0,1.0,95.15,5.41
2025-07-23,118900.0,1.0,95.45,5.39
2025-07-24,118380.0,1.0,95.15,5.41
2025-07-25,117700.0,1.0,95.45,5.39
2025-07-26,118030.0,1.0,,
2025-07-27,119590.0,1.0,,
2025-07-28,118180.0,1.0,95.55,5.38
2025-07-29,118110.0,1.0,95.45,5.39
2025-07-30,118050.0,1.0,96.25,5.32
2025-07-31,115970.0,0.5,96.1,5.33
2025-08-01,113500.0,0.5,95.85,5.35
2025-08-02,112810.0,0.5,,
2025-08-03,114380.0,0.5,,
2025-08-04,115200.0,0.5,96.15,5.33
2025-08-05,114200.0,0.0,96.7,5.28
2025-08-06,115160.0,0.0,96.55,5.29
2025-08-07,117580.0,1.0,96.45,5.3
2025-08-08,116790.0,1.0,96.5,5.3
2025-08-09,116550.0,1.0,,
2025-08-10,119370.0,1.0,,
2025-08-11,118850.0,1.0,96.6,5.29
2025-08-12,120110.0,1.0,96.65,5.29
2025-08-13,122880.0,1.0,96.85,5.27
2025-08-14,118410.0,1.0,97.65,5.2
2025-08-15,117520.0,1.0,97.3,5.23
2025-08-16,117590.0,1.0,,
2025-08-17,117540.0,0.5,,
2025-08-18,116390.0,0.5,,
2025-08-19,113030.0,0.0,96.95,5.26
2025-08-20,114500.0,0.0,97.1,5.25
2025-08-21,112740.0,0.0,96.95,5.26
2025-08-22,117000.0,0.0,96.7,5.28
2025-08-23,115570.0,0.0,,
2025-08-24,113700.0,0.0,,
2025-08-25,110370.0,0.0,97.2,5.24
2025-08-26,112000.0,-0.5,97.0,5.26
2025-08-27,111470.0,-1.0,96.6,5.29
2025-08-28,112740.0,-1.0,96.55,5.29
2025-08-29,108530.0,-1.0,96.85,5.27
2025-08-30,109000.0,-1.0,,
2025-08-31,108380.0,-1.0,,
2025-09-01,109410.0,-1.0,,
2025-09-02,111350.0,-1.0,95.95,5.35
2025-09-03,111890.0,-1.0,95.35,5.4
2025-09-04,110880.0,-1.0,96.2,5.32
2025-09-05,110600.0,-1.0,,
2025-09-06,110230.0,-1.0,,
2025-09-07,111220.0,-1.0,,
2025-09-08,112050.0,-1.0,97.75,5.19
2025-09-09,111540.0,-0.5,97.3,5.23
2025-09-10,113900.0,-0.5,97.55,5.21
2025-09-11,115400.0,-0.5,98.0,5.17
2025-09-12,116030.0,0.0,98.95,5.1
2025-09-13,115910.0,0.0,,
2025-09-14,115590.0,0.0,,
2025-09-15,115580.0,0.5,98.8,5.11
2025-09-16,116840.0,0.5,99.05,5.09
2025-09-17,116500.0,0.5,98.8,5.11
2025-09-18,117090.0,0.5,98.7,5.12
2025-09-19,115830.0,0.5,98.55,5.13
2025-09-20,115840.0,0.5,,
2025-09-21,115460.0,0.5,,
2025-09-22,112810.0,0.0,97.9,5.18
2025-09-23,112250.0,0.0,97.75,5.19
2025-09-24,113520.0,0.0,98.1,5.17
2025-09-25,109180.0,-1.0,98.05,5.17
2025-09-26,109930.0,-1.0,97.75,5.19
2025-09-27,109940.0,-1.0,,
2025-09-28,112370.0,-1.0,,
2025-09-29,114580.0,-1.0,97.85,5.19
2025-09-30,114020.0,-0.5,98.1,5.17
2025-10-01,118670.0,0.0,98.0,5.17
2025-10-02,120570.0,0.5,98.25,5.15
2025-10-03,122160.0,0.5,98.4,5.14
2025-10-04,122350.0,0.5,,
2025-10-05,123480.0,0.5,,
2025-10-06,124720.0,0.5,98.1,5.17
2025-10-07,121480.0,0.5,98.15,5.16
2025-10-08,123410.0,0.5,98.15,5.16
2025-10-09,121760.0,0.5,98.35,5.14
2025-10-10,113170.0,0.0,98.25,5.15
2025-10-11,110980.0,0.0,,
2025-10-12,115230.0,0.0,,
2025-10-13,115390.0,-0.5,,
2025-10-14,113270.0,-0.5,98.6,5.12
2025-10-15,110920.0,-0.5,98.4,5.14
2025-10-16,108400.0,-1.0,98.65,5.12
2025-10-17,106700.0,-1.0,99.1,5.08
2025-10-18,107410.0,-1.0,,
2025-10-19,108840.0,-1.0,,
2025-10-20,110760.0,-1.0,99.1,5.08
2025-10-21,108610.0,-1.0,99.25,5.07
2025-10-22,107720.0,-1.0,99.75,5.03
2025-10-23,110150.0,-1.0,100.05,5.01
2025-10-24,111110.0,-1.0,99.8,5.03
2025-10-25,111650.0,-1.0,,
2025-10-26,114460.0,-0.5,,
2025-10-27,114150.0,-0.5,99.75,5.03
2025-10-28,113000.0,-0.5,100.3,4.99
2025-10-29,110250.0,-1.0,100.05,5.01
2025-10-30,108500.0,-1.0,99.6,5.04
2025-10-31,109820.0,-1.0,99.4,5.06
2025-11-01,110290.0,-1.0,,
2025-11-02,110720.0,-1.0,,
2025-11-03,106770.0,-1.0,99.5,5.05
2025-11-04,101630.0,-1.0,99.2,5.08
2025-11-05,103940.0,-1.0,99.1,5.08
2025-11-06,101400.0,-1.0,98.8,5.11
2025-11-07,103390.0,-1.0,98.95,5.1
2025-11-08,102480.0,-1.0,,
2025-11-09,104780.0,-1.0,,
2025-11-10,106010.0,-1.0,98.85,5.1
2025-11-11,103190.0,-1.0,,
2025-11-12,101750.0,-1.0,98.95,5.1
2025-11-13,99855.0,-1.0,99.0,5.09
2025-11-14,94750.0,-1.0,98.9,5.1
2025-11-15,95672.0,-1.0,,
2025-11-16,94601.0,-1.0,,
2025-11-17,92553.0,-1.0,98.55,5.13
2025-11-18,93200.0,-1.0,98.35,5.15
2025-11-19,91648.0,-1.0,98.25,5.15
2025-11-20,86773.0,-1.0,98.2,5.16
2025-11-21,85355.0,-1.0,98.3,5.15
2025-11-22,84890.0,-1.0,,
2025-11-23,87028.0,-1.0,,
2025-11-24,88471.0,-1.0,98.35,5.15
2025-11-25,87519.0,-1.0,98.45,5.14
2025-11-26,90585.0,-1.0,98.55,5.13
2025-11-27,91385.0,-1.0,,
2025-11-28,91030.0,-1.0,98.7,5.12
2025-11-29,90934.0,-1.0,,
2025-11-30,90413.0,-1.0,,
2025-12-01,86473.0,-1.0,98.7,5.12
2025-12-02,91381.0,-1.0,98.1,5.17
2025-12-03,93457.0,-0.5,98.2,5.16
2025-12-04,92135.0,-0.5,98.45,5.14
2025-12-05,89390.0,-1.0,98.45,5.14
2025-12-06,89276.0,-1.0,,
2025-12-07,90500.0,-1.0,,
2025-12-08,90668.0,-1.0,98.25,5.15
2025-12-09,92760.0,-0.5,98.2,5.16
2025-12-10,92023.0,-0.5,98.1,5.17
2025-12-11,92514.0,-0.5,98.8,5.11
2025-12-12,90302.0,-0.5,98.5,5.13
2025-12-13,90327.0,-1.0,,
2025-12-14,88181.0,-1.0,,
2025-12-15,86535.0,-1.0,98.35,5.15
2025-12-16,87950.0,-1.0,98.35,5.15
2025-12-17,86409.0,-1.0,98.35,5.15
2025-12-18,85670.0,-1.0,98.45,5.14
2025-12-19,88241.0,-1.0,98.6,5.12
2025-12-20,88463.0,-1.0,,
2025-12-21,88715.0,-1.0,,
2025-12-22,88607.0,-1.0,98.55,5.13
2025-12-23,87514.0,-1.0,98.6,5.12
2025-12-24,87692.0,-1.0,,
2025-12-25,87279.0,-1.0,,
2025-12-26,87465.0,-1.0,,
2025-12-27,87945.0,-1.0,,
2025-12-28,87976.0,-1.0,,
2025-12-29,87241.0,-1.0,98.6,5.12
2025-12-30,88556.0,-1.0,98.7,5.12
2025-12-31,87711.0,-1.0,,
2026-01-01,88876.0,-0.5,,
2026-01-02,89993.0,-0.5,98.25,5.15
2026-01-03,90604.0,-0.5,,
2026-01-04,91468.0,0.0,,
2026-01-05,93744.0,0.0,98.15,5.16
2026-01-06,93612.0,0.0,97.95,5.18
2026-01-07,91349.0,0.0,97.9,5.18
2026-01-08,91086.0,0.0,97.9,5.18
2026-01-09,90630.0,0.0,97.9,5.18
2026-01-10,90519.0,0.0,,
2026-01-11,90927.0,0.0,,
2026-01-12,91239.0,0.0,97.7,5.2
2026-01-13,95281.0,0.0,97.5,5.22
2026-01-14,96804.0,0.0,97.45,5.22
2026-01-15,95509.0,0.0,97.65,5.2
2026-01-16,95510.0,0.0,,
2026-01-17,95114.0,0.5,,
2026-01-18,93677.0,0.5,,
2026-01-19,92607.0,0.5,,
2026-01-20,88431.0,-0.5,96.9,5.27
2026-01-21,89490.0,-0.5,96.6,5.29
2026-01-22,89578.0,-1.0,97.0,5.26
2026-01-23,89629.0,-1.0,97.1,5.25
2026-01-24,89200.0,-1.0,,
2026-01-25,86628.0,-1.0,,
2026-01-26,88495.0,-1.0,97.1,5.25
2026-01-27,89253.0,-1.0,97.3,5.23
2026-01-28,89285.0,-1.0,97.3,5.23
2026-01-29,84719.0,-1.0,97.25,5.24
2026-01-30,84230.0,-1.0,96.9,5.27
2026-01-31,78816.0,-1.0,,
2026-02-01,77013.0,-1.0,,
2026-02-02,78848.0,-1.0,96.5,5.3
2026-02-03,78559.0,-1.0,96.25,5.32
